Movie,Year,Show,Date,Category,Winner?,Nominee(s),Birthdate,Age,Image
Doubt,2008,81st Academy Awards,2/22/09,Best Supporting Actor,,Philip Seymour Hoffman,7/23/67,41,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NTA1NTg3Ml5BMl5BanBnXkFtZTcwNzkxNzgxNw@@._V1_UY317_CR8,0,214,317_AL_.jpg"
Milk,2008,81st Academy Awards,2/22/09,Best Supporting Actor,,Josh Brolin,2/12/68,41,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MzYyMjQ0Nl5BMl5BanBnXkFtZTcwMTA0ODkyMg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Revolutionary Road,2008,81st Academy Awards,2/22/09,Best Supporting Actor,,Michael Shannon,8/7/74,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzODk4MjU1NV5BMl5BanBnXkFtZTcwMDYwNjQzMg@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Vicky Cristina Barcelona,2008,81st Academy Awards,2/22/09,Best Supporting Actress,X,Penelope Cruz,4/28/74,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Mzc1MTc2OF5BMl5BanBnXkFtZTcwMzE4MzQxMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Wrestler,2008,81st Academy Awards,2/22/09,Best Supporting Actress,,Marisa Tomei,12/4/64,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMjA3OTc3N15BMl5BanBnXkFtZTcwNTA1MzY1Mw@@._V1_UY317_CR12,0,214,317_AL_.jpg"
Doubt,2008,81st Academy Awards,2/22/09,Best Supporting Actress,,Viola Davis,8/11/65,43,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjYwMzI0NDY4OF5BMl5BanBnXkFtZTgwOTU4MDk1NjE@._V1_UY317_CR8,0,214,317_AL_.jpg"
The Curious Case of Benjamin Button,2008,81st Academy Awards,2/22/09,Best Supporting Actress,,Taraji P. Henson,9/11/70,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDQ2MTUwMl5BMl5BanBnXkFtZTcwODA2NDY3NQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Doubt,2008,81st Academy Awards,2/22/09,Best Supporting Actress,,Amy Adams,8/20/74,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjExMjI1OF5BMl5BanBnXkFtZTcwODc0MjY2OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Invictus,2009,82nd Academy Awards,3/7/10,Best Actor,,Morgan Freeman,6/1/37,72,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0MDMyMzI2OF5BMl5BanBnXkFtZTcwMzM2OTk1MQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
A Single Man,2009,82nd Academy Awards,3/7/10,Best Actor,,Colin Firth,9/10/60,49,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMDMwMTI4MF5BMl5BanBnXkFtZTcwMzE2MzQxMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Up in the Air,2009,82nd Academy Awards,3/7/10,Best Actor,,George Clooney,5/6/61,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTEyOTQ0MV5BMl5BanBnXkFtZTcwNzU3NTMzNw@@._V1_UY317_CR9,0,214,317_AL_.jpg"
The Hurt Locker,2009,82nd Academy Awards,3/7/10,Best Actor,,Jeremy Renner,1/7/71,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTk2NDc2ODgzMF5BMl5BanBnXkFtZTcwMTMzOTQ4Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Blind Side,2009,82nd Academy Awards,3/7/10,Best Actress,X,Sandra Bullock,7/26/64,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDY5NjU3NF5BMl5BanBnXkFtZTcwMzQ0MTMyMw@@._V1_UY317_CR1,0,214,317_AL_.jpg"
The Last Station,2009,82nd Academy Awards,3/7/10,Best Actress,,Helen Mirren,7/26/45,64,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MzY2ODU2MV5BMl5BanBnXkFtZTcwOTQ3ODY4OQ@@._V1_UY317_CR18,0,214,317_AL_.jpg"
Julie & Julia,2009,82nd Academy Awards,3/7/10,Best Actress,,Meryl Streep,6/22/49,60,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mjk5MDExOF5BMl5BanBnXkFtZTcwOTU1MTMyMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Precious,2009,82nd Academy Awards,3/7/10,Best Actress,,Gabourey Sidibe,5/6/83,26,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTY4NDQwMl5BMl5BanBnXkFtZTcwNDQxNTE0Ng@@._V1_UY317_CR30,0,214,317_AL_.jpg"
An Education,2009,82nd Academy Awards,3/7/10,Best Actress,,Carey Mulligan,5/28/85,24,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzODM0OTY4OF5BMl5BanBnXkFtZTgwMTg3NDk0NzE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Inglourious Basterds,2009,82nd Academy Awards,3/7/10,Best Supporting Actor,X,Christoph Waltz,10/4/56,53,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MDk3OTYxOF5BMl5BanBnXkFtZTcwMDk5OTUwOQ@@._V1_UY317_CR9,0,214,317_AL_.jpg"
The Last Station,2009,82nd Academy Awards,3/7/10,Best Supporting Actor,,Christopher Plummer,12/13/29,80,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MzQ5MDY3NF5BMl5BanBnXkFtZTcwNzMxOTU5Ng@@._V1_UY317_CR4,0,214,317_AL_.jpg"
The Lovely Bones,2009,82nd Academy Awards,3/7/10,Best Supporting Actor,,Stanley Tucci,11/11/60,49,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MzE4MjAzMV5BMl5BanBnXkFtZTcwMjA2MTMyMw@@._V1_UY317_CR9,0,214,317_AL_.jpg"
The Messenger,2009,82nd Academy Awards,3/7/10,Best Supporting Actor,,Woody Harrelson,7/23/61,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3NDc2ODc4MF5BMl5BanBnXkFtZTcwODk2MzAyMg@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Invictus,2009,82nd Academy Awards,3/7/10,Best Supporting Actor,,Matt Damon,10/8/70,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NzYzNDgxMl5BMl5BanBnXkFtZTcwMDg2MTMyMw@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Precious,2009,82nd Academy Awards,3/7/10,Best Supporting Actress,X,Mo'Nique,12/11/67,42,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3ODIyNDI4NF5BMl5BanBnXkFtZTcwOTM2MzQxMw@@._V1_UY317_CR13,0,214,317_AL_.jpg"
Up in the Air,2009,82nd Academy Awards,3/7/10,Best Supporting Actress,,Vera Farmiga,8/6/73,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NzMwNTc1MV5BMl5BanBnXkFtZTcwNDE2ODU2OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Nine,2009,82nd Academy Awards,3/7/10,Best Supporting Actress,,Penelope Cruz,4/28/74,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Mzc1MTc2OF5BMl5BanBnXkFtZTcwMzE4MzQxMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Crazy Heart,2009,82nd Academy Awards,3/7/10,Best Supporting Actress,,Maggie Gyllenhaal,11/16/77,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MjY3NzA4NF5BMl5BanBnXkFtZTcwNzE4MjMyMw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Up in the Air,2009,82nd Academy Awards,3/7/10,Best Supporting Actress,,Anna Kendrick,8/9/85,24,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzOTA0OTQyN15BMl5BanBnXkFtZTcwMjE1OTIwMw@@._V1_UY317_CR5,0,214,317_AL_.jpg"
The King's Speech,2010,83rd Academy Awards,2/27/11,Best Actor,X,Colin Firth,9/10/60,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxMDMwMTI4MF5BMl5BanBnXkFtZTcwMzE2MzQxMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
True Grit,2010,83rd Academy Awards,2/27/11,Best Actor,,Jeff Bridges,12/4/49,61,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU1NjM4MDYzMl5BMl5BanBnXkFtZTcwMjIwMjMyMw@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Biutiful,2010,83rd Academy Awards,2/27/11,Best Actor,,Javier Bardem,3/1/69,42,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTc4NTYzMF5BMl5BanBnXkFtZTcwNDIwOTY1NA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Aron Ralston,2010,83rd Academy Awards,2/27/11,Best Actor,,James Franco,4/19/78,32,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyOTc0MjE5NV5BMl5BanBnXkFtZTcwNjgyODQwMg@@._V1_UY317_CR7,0,214,317_AL_.jpg"
The Social Network,2010,83rd Academy Awards,2/27/11,Best Actor,,Jesse Eisenberg,10/5/83,27,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTE3MzQzODE3OV5BMl5BanBnXkFtZTcwMDE0ODY1NA@@._V1_UY317_CR5,0,214,317_AL_.jpg"
Black Swan,2010,83rd Academy Awards,2/27/11,Best Actress,X,Natalie Portman,6/9/81,29,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODE3Mjg1NV5BMl5BanBnXkFtZTcwNzA4ODcxNA@@._V1_UY317_CR11,0,214,317_AL_.jpg"
The Kids Are All Right,2010,83rd Academy Awards,2/27/11,Best Actress,,Annette Bening,5/29/58,52,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODQ1ODM5Ml5BMl5BanBnXkFtZTcwOTU2NDk3OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Rabbit Hole,2010,83rd Academy Awards,2/27/11,Best Actress,,Nicole Kidman,6/20/67,43,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MjM5NDg4MF5BMl5BanBnXkFtZTcwNDg1OTQ4Nw@@._V1_UY317_CR10,0,214,317_AL_.jpg"
Blue Valentine,2010,83rd Academy Awards,2/27/11,Best Actress,,Michelle Williams,9/9/80,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNTQ2NTk3MV5BMl5BanBnXkFtZTcwNjExNDQzNA@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Winter's Bone,2010,83rd Academy Awards,2/27/11,Best Actress,,Jennifer Lawrence,8/15/90,20,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNzc4MDU1MjBeQTJeQWpwZ15BbWU4MDk5Nzg3MTgx._V1_UX214_CR0,0,214,317_AL_.jpg"
The Fighter,2010,83rd Academy Awards,2/27/11,Best Supporting Actor,X,Christian Bale,1/30/74,37,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The King's Speech,2010,83rd Academy Awards,2/27/11,Best Supporting Actor,,Geoffrey Rush,7/6/51,59,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MjkxNDU0NV5BMl5BanBnXkFtZTcwOTk3MDQ0NA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Winter's Bone,2010,83rd Academy Awards,2/27/11,Best Supporting Actor,,John Hawkes,9/11/59,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyODM2NTQ0OV5BMl5BanBnXkFtZTcwMjc5ODY1NA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Kids Are All Right,2010,83rd Academy Awards,2/27/11,Best Supporting Actor,,Mark Ruffalo,11/22/67,43,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MjMwNjAzNF5BMl5BanBnXkFtZTcwMzkyNDg1Mw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Town,2010,83rd Academy Awards,2/27/11,Best Supporting Actor,,Jeremy Renner,1/7/71,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTk2NDc2ODgzMF5BMl5BanBnXkFtZTcwMTMzOTQ4Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Fighter,2010,83rd Academy Awards,2/27/11,Best Supporting Actress,X,Melissa Leo,9/14/60,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDAxOTkyOF5BMl5BanBnXkFtZTcwOTg1MDIzNA@@._V1_UY317_CR8,0,214,317_AL_.jpg"
Animal Kingdom,2010,83rd Academy Awards,2/27/11,Best Supporting Actress,,Jacki Weaver,5/25/47,63,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyOTg4NjkxN15BMl5BanBnXkFtZTcwMjA4NDU5OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The King's Speech,2010,83rd Academy Awards,2/27/11,Best Supporting Actress,,Helena Bonham Carter,5/26/66,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzMzUzMDg5MV5BMl5BanBnXkFtZTcwMDA5NDMwNA@@._V1_UY317_CR4,0,214,317_AL_.jpg"
The Fighter,2010,83rd Academy Awards,2/27/11,Best Supporting Actress,,Amy Adams,8/20/74,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjExMjI1OF5BMl5BanBnXkFtZTcwODc0MjY2OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
True Grit,2010,83rd Academy Awards,2/27/11,Best Supporting Actress,,Hailee Steinfeld,12/11/96,14,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NjAwODIzOV5BMl5BanBnXkFtZTgwNjkwNDk3NTE@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Artist,2011,84th Academy Awards,2/26/12,Best Actor,X,Jean Dujardin,6/19/72,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzExNjY1OTU5OF5BMl5BanBnXkFtZTgwMTc3OTc3NjE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Tinker Tailor Soldier Spy,2011,84th Academy Awards,2/26/12,Best Actor,,Gary Oldman,3/21/58,53,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NTM4MzQ5MV5BMl5BanBnXkFtZTcwOTE4MDczNw@@._V1_UY317_CR0,0,214,317_AL_.jpg"
The Descendants,2011,84th Academy Awards,2/26/12,Best Actor,,George Clooney,5/6/61,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMTEyOTQ0MV5BMl5BanBnXkFtZTcwNzU3NTMzNw@@._V1_UY317_CR9,0,214,317_AL_.jpg"
A Better Life,2011,84th Academy Awards,2/26/12,Best Actor,,Demiíçn Bichir,8/1/63,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNDMwMzI3OV5BMl5BanBnXkFtZTgwNTk2NzMyMTE@._V1_UY317_CR13,0,214,317_AL_.jpg"
Moneyball,2011,84th Academy Awards,2/26/12,Best Actor,,Brad Pitt,12/18/63,48,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MjE2MTQ2MV5BMl5BanBnXkFtZTcwMjE5MDY0Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Iron Lady,2011,84th Academy Awards,2/26/12,Best Actress,X,Meryl Streep,6/22/49,62,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4Mjk5MDExOF5BMl5BanBnXkFtZTcwOTU1MTMyMw@@._V1_UY317_CR6,0,214,317_AL_.jpg"
Albert Nobbs,2011,84th Academy Awards,2/26/12,Best Actress,,Glenn Close,3/19/47,64,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNDk5MTU2NTNeQTJeQWpwZ15BbWU3MDczNjEzMTM@._V1_UY317_CR13,0,214,317_AL_.jpg"
The Help,2011,84th Academy Awards,2/26/12,Best Actress,,Viola Davis,8/11/65,46,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjYwMzI0NDY4OF5BMl5BanBnXkFtZTgwOTU4MDk1NjE@._V1_UY317_CR8,0,214,317_AL_.jpg"
My Week with Marilyn,2011,84th Academy Awards,2/26/12,Best Actress,,Michelle Williams,9/9/80,31,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNTQ2NTk3MV5BMl5BanBnXkFtZTcwNjExNDQzNA@@._V1_UY317_CR1,0,214,317_AL_.jpg"
The Girl with the Dragon Tattoo,2011,84th Academy Awards,2/26/12,Best Actress,,Rooney Mara,4/17/85,26,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDE3MDk1OF5BMl5BanBnXkFtZTcwNjI1MDY0Nw@@._V1_UY317_CR2,0,214,317_AL_.jpg"
Beginners,2011,84th Academy Awards,2/26/12,Best Supporting Actor,X,Christopher Plummer,12/13/29,82,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MzQ5MDY3NF5BMl5BanBnXkFtZTcwNzMxOTU5Ng@@._V1_UY317_CR4,0,214,317_AL_.jpg"
Extremely Loud and Incredibly Close,2011,84th Academy Awards,2/26/12,Best Supporting Actor,,Max von Sydow,4/10/29,82,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MDQzOTMwN15BMl5BanBnXkFtZTYwMDgyMjM1._V1_UY317_CR2,0,214,317_AL_.jpg"
Warrior,2011,84th Academy Awards,2/26/12,Best Supporting Actor,,Nick Nolte,2/8/41,71,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1ODAzMDk3Ml5BMl5BanBnXkFtZTYwOTEzMzE0._V1_UY317_CR0,0,214,317_AL_.jpg"
My Week with Marilyn,2011,84th Academy Awards,2/26/12,Best Supporting Actor,,Kenneth Branagh,12/10/60,51,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NTQ4Mjk5Ml5BMl5BanBnXkFtZTcwMDc1NjkzNw@@._V1_UY317_CR3,0,214,317_AL_.jpg"
Moneyball,2011,84th Academy Awards,2/26/12,Best Supporting Actor,,Jonah Hill,12/20/83,28,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNDU0NzAwNl5BMl5BanBnXkFtZTcwMzQxMzIzNw@@._V1_UY317_CR28,0,214,317_AL_.jpg"
The Help,2011,84th Academy Awards,2/26/12,Best Supporting Actress,X,Octavia Spencer,5/25/70,41,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MjcwMjcxNl5BMl5BanBnXkFtZTcwMjkwODg0Ng@@._V1_UY317_CR11,0,214,317_AL_.jpg"
Albert Nobbs,2011,84th Academy Awards,2/26/12,Best Supporting Actress,,Janet McTeer,8/5/61,50,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5MzQ3MDQxOF5BMl5BanBnXkFtZTcwOTU4OTI2Mg@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Bridesmaids,2011,84th Academy Awards,2/26/12,Best Supporting Actress,,Melissa McCarthy,8/26/70,41,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NjA3ODkyMl5BMl5BanBnXkFtZTgwNTU4Mzg5NjE@._V1_UY317_CR17,0,214,317_AL_.jpg"
The Artist,2011,84th Academy Awards,2/26/12,Best Supporting Actress,,Berenice Bejo,7/7/76,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4ODY3OTQ2MV5BMl5BanBnXkFtZTcwMTY2ODQyNw@@._V1_UY317_CR11,0,214,317_AL_.jpg"
The Help,2011,84th Academy Awards,2/26/12,Best Supporting Actress,,Jessica Chastain,3/24/77,34,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDM5NjczOF5BMl5BanBnXkFtZTcwOTY2MDE4OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Flight,2012,85th Academy Awards,2/24/13,Best Actor,,Denzel Washington,12/28/54,58,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NDU2Mzc3MV5BMl5BanBnXkFtZTcwNjAwNTE5OQ@@._V1_UY317_CR12,0,214,317_AL_.jpg"
Lincoln,2012,85th Academy Awards,2/24/13,Best Actor,X,Daniel Day-Lewis,4/29/57,55,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NDY2NDc1Ml5BMl5BanBnXkFtZTcwNjAyMjkwOQ@@._V1_UY317_CR13,0,214,317_AL_.jpg"
Les Miserables,2012,85th Academy Awards,2/24/13,Best Actor,,Hugh Jackman,10/12/68,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDExMzIzNjk3Nl5BMl5BanBnXkFtZTcwOTE4NDU5OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Master,2012,85th Academy Awards,2/24/13,Best Actor,,Joaquin Phoenix,10/28/74,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzAzNjg5MDE3N15BMl5BanBnXkFtZTcwMjIxNzU0OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Silver Linings Playbook,2012,85th Academy Awards,2/24/13,Best Actor,,Bradley Cooper,1/5/75,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0OTIyMzY1M15BMl5BanBnXkFtZTgwMTg0OTE0NzE@._V1_UX214_CR0,0,214,317_AL_.jpg"
Amour,2012,85th Academy Awards,2/24/13,Best Actress,,Emmanuelle Riva,2/24/27,86,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzk1MjkyNzA4OV5BMl5BanBnXkFtZTcwNzAwNTM4Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Impossible,2012,85th Academy Awards,2/24/13,Best Actress,,Naomi Watts,9/28/68,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzMjY1NTA4OF5BMl5BanBnXkFtZTcwNjk3MDYwOQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Zero Dark Thirty,2012,85th Academy Awards,2/24/13,Best Actress,,Jessica Chastain,3/24/77,35,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MDM5NjczOF5BMl5BanBnXkFtZTcwOTY2MDE4OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Silver Linings Playbook,2012,85th Academy Awards,2/24/13,Best Actress,X,Jennifer Lawrence,8/15/90,22,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNzc4MDU1MjBeQTJeQWpwZ15BbWU4MDk5Nzg3MTgx._V1_UX214_CR0,0,214,317_AL_.jpg"
Beasts of the Southern Wild,2012,85th Academy Awards,2/24/13,Best Actress,,Quvenzhane Wallis,8/28/03,9,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NTk4NzUzN15BMl5BanBnXkFtZTcwMzI5MjQ5OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Argo,2012,85th Academy Awards,2/24/13,Best Supporting Actor,,Alan Arkin,3/26/34,78,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDk5Njc3MF5BMl5BanBnXkFtZTYwNjc5NDc0._V1_UY317_CR4,0,214,317_AL_.jpg"
Silver Linings Playbook,2012,85th Academy Awards,2/24/13,Best Supporting Actor,,Robert De Niro,8/17/43,69,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_UY317_CR13,0,214,317_AL_.jpg"
Lincoln,2012,85th Academy Awards,2/24/13,Best Supporting Actor,,Tommy Lee Jones,9/15/46,66,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNjc4MDc0OV5BMl5BanBnXkFtZTcwOTc5OTUwOQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Django Unchained,2012,85th Academy Awards,2/24/13,Best Supporting Actor,X,Christoph Waltz,10/4/56,56,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MDk3OTYxOF5BMl5BanBnXkFtZTcwMDk5OTUwOQ@@._V1_UY317_CR9,0,214,317_AL_.jpg"
The Master,2012,85th Academy Awards,2/24/13,Best Supporting Actor,,Philip Seymour Hoffman,7/23/67,45,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0NTA1NTg3Ml5BMl5BanBnXkFtZTcwNzkxNzgxNw@@._V1_UY317_CR8,0,214,317_AL_.jpg"
Lincoln,2012,85th Academy Awards,2/24/13,Best Supporting Actress,,Sally Field,11/6/46,66,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwOTMyMDI4MV5BMl5BanBnXkFtZTcwMDYzMTM5OA@@._V1_UY317_CR8,0,214,317_AL_.jpg"
Silver Linings Playbook,2012,85th Academy Awards,2/24/13,Best Supporting Actress,,Jacki Weaver,5/25/47,65,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyOTg4NjkxN15BMl5BanBnXkFtZTcwMjA4NDU5OA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
The Sessions,2012,85th Academy Awards,2/24/13,Best Supporting Actress,,Helen Hunt,6/15/63,49,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1OTk1ODIwMV5BMl5BanBnXkFtZTcwMTA0MTIwOQ@@._V1_UY317_CR14,0,214,317_AL_.jpg"
The Master,2012,85th Academy Awards,2/24/13,Best Supporting Actress,,Amy Adams,8/20/74,38,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NjExMjI1OF5BMl5BanBnXkFtZTcwODc0MjY2OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Les Miserables,2012,85th Academy Awards,2/24/13,Best Supporting Actress,X,Anne Hathaway,11/12/82,30,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ5MTAxMDc5OF5BMl5BanBnXkFtZTcwOTI0OTE4OA@@._V1_UY317_CR1,0,214,317_AL_.jpg"
Dallas Buyers Club,2013,86th Academy Awards,3/2/14,Best Actor,X,Matthew Mcconaughey,11/4/69,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MDc3ODUwOV5BMl5BanBnXkFtZTcwMTk2NjY4Nw@@._V1_UX214_CR0,0,214,317_AL_.jpg"
American Hustle,2013,86th Academy Awards,3/2/14,Best Actor,,Christian Bale,1/30/74,40,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_UX214_CR0,0,214,317_AL_.jpg"
Nebraska,2013,86th Academy Awards,3/2/14,Best Actor,,Bruce Dern,6/4/36,77,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzMDE0MzAzOV5BMl5BanBnXkFtZTYwODQxMDQ1._V1_UY317_CR3,0,214,317_AL_.jpg"
The Wolf of Wall Street,2013,86th Academy Awards,3/2/14,Best Actor,,Leonardo Dicaprio,11/11/74,39,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTg3MzI0M15BMl5BanBnXkFtZTcwMzQyODU2Mw@@._V1_UY317_CR10,0,214,317_AL_.jpg"
12 Years a Slave,2013,86th Academy Awards,3/2/14,Best Actor,,Chiwetel Ejiofor,7/10/77,36,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzA5MDEyMTY3Nl5BMl5BanBnXkFtZTgwODQ0MjcxMDE@._V1_UY317_CR6,0,214,317_AL_.jpg"
Blue Jasmine,2013,86th Academy Awards,3/2/14,Best Actress,X,Cate Blanchett,5/14/69,44,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDUyNDMxMzU1OF5BMl5BanBnXkFtZTgwMTY0MzQyMDI@._V1_UX214_CR0,0,214,317_AL_.jpg"
